epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,253.308,0.41063,0.98507,1,0.06308,0.000542744,0.000542744,0.000542744
2,912.936,0.10614,0.99005,1,0.02026,0.000989668,0.000989668,0.000989668
